,,,"Oakville, Town [Census subdivision], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,   80370,,   37635,,   42730,, 4707170,, 2198830,, 2508335,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,   57085,,   26755,,   30330,, 3713145,, 1728610,, 1984540,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,   50460,,   23495,,   26965,, 3432015,, 1593170,, 1838850,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,    6625,,    3260,,    3360,,  281130,,  135440,,  145690,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,   23285,,   10880,,   12405,,  994025,,  470225,,  523800,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,    3260,,    1655,,    1605,,  127005,,   65045,,   61960,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,    1220,,     335,,     880,,   97230,,   32925,,   64300,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,    1840,,     805,,    1030,,  143205,,   70040,,   73175,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,    2160,,    1245,,     920,,   62325,,   34315,,   28010,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,    2570,,    1165,,    1405,,   82020,,   37900,,   44125,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,     185,,     100,,      85,,    8705,,    4630,,    4070,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,   12050,,    5570,,    6480,,  473530,,  225365,,  248160,
"Labour force status","Total - Population aged 15 years and over by Labour force status - 25% sample data",163,  155020,,   74295,,   80725,,11038440,, 5342755,, 5695680,
"Labour force status","  In the labour force",,  105750,,   54240,,   51510,, 7141675,, 3689625,, 3452055,
"Labour force status","    Employed",,   98460,,   50640,,   47820,, 6612150,, 3414255,, 3197895,
"Labour force status","    Unemployed",,    7295,,    3600,,    3690,,  529525,,  275370,,  254160,
"Labour force status","  Not in the labour force",,   49270,,   20050,,   29220,, 3896765,, 1653130,, 2243630,
"Labour force status","Participation rate",, 68.2,, 73.0,, 63.8,, 64.7,, 69.1,, 60.6,
"Labour force status","Employment rate",, 63.5,, 68.2,, 59.2,, 59.9,, 63.9,, 56.1,
"Labour force status","Unemployment rate",,  6.9,,  6.6,,  7.2,,  7.4,,  7.5,,  7.4,
"Work activity during the reference year","Total population aged 15 years and over by work activity during the reference year - 25% sample data",164,  155020,,   74290,,   80725,,11038440,, 5342755,, 5695685,
"Work activity during the reference year","  Did not work",165,   45925,,   18510,,   27420,, 3696235,, 1561475,, 2134755,
"Work activity during the reference year","  Worked",,  109095,,   55785,,   53305,, 7342205,, 3781280,, 3560925,
"Work activity during the reference year","    Worked full year; full time",166,   56875,,   32290,,   24585,, 3837565,, 2148635,, 1688935,
"Work activity during the reference year","    Worked part year and/or part time",167,   52220,,   23495,,   28725,, 3504645,, 1632645,, 1871995,
"Work activity during the reference year","Average weeks worked in reference year",, 42.4,, 43.2,, 41.4,, 42.9,, 43.4,, 42.3,
"Class of worker","Total labour force aged 15 years and over by class of worker - 25% sample data",168,  105750,,   54240,,   51505,, 7141675,, 3689625,, 3452055,
"Class of worker","  Class of worker - not applicable",169,    2170,,    1035,,    1135,,  171050,,   81735,,   89315,
"Class of worker","  All classes of workers",170,  103580,,   53205,,   50375,, 6970625,, 3607890,, 3362735,
"Class of worker","    Employee",,   88780,,   43995,,   44785,, 6146035,, 3084740,, 3061295,
"Class of worker","    Self-employed",171,   14800,,    9215,,    5585,,  824595,,  523145,,  301445,
"Occupation - National Occupational Classification (NOC) 2016","Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data",172,  105750,,   54240,,   51510,, 7141675,, 3689625,, 3452050,
"Occupation - National Occupational Classification (NOC) 2016","  Occupation - not applicable",169,    2170,,    1035,,    1135,,  171045,,   81735,,   89315,
"Occupation - National Occupational Classification (NOC) 2016","  All occupations",170,  103575,,   53210,,   50375,, 6970625,, 3607890,, 3362735,
"Occupation - National Occupational Classification (NOC) 2016","    0 Management occupations",,   18385,,   11720,,    6665,,  790880,,  483240,,  307635,
"Occupation - National Occupational Classification (NOC) 2016","    1 Business; finance and administration occupations",,   19810,,    7130,,   12680,, 1124770,,  357215,,  767555,
"Occupation - National Occupational Classification (NOC) 2016","    2 Natural and applied sciences and related occupations",,    9910,,    7530,,    2385,,  516110,,  399195,,  116915,
"Occupation - National Occupational Classification (NOC) 2016","    3 Health occupations",,    5970,,    1520,,    4445,,  447045,,   90495,,  356550,
"Occupation - National Occupational Classification (NOC) 2016","    4 Occupations in education; law and social; community and government services",,   12020,,    3780,,    8245,,  831340,,  265075,,  566265,
"Occupation - National Occupational Classification (NOC) 2016","    5 Occupations in art; culture; recreation and sport",,    4215,,    1890,,    2325,,  225720,,  104445,,  121275,
"Occupation - National Occupational Classification (NOC) 2016","    6 Sales and service occupations",,   22415,,   10245,,   12170,, 1632085,,  709375,,  922710,
"Occupation - National Occupational Classification (NOC) 2016","    7 Trades; transport and equipment operators and related occupations",,    7175,,    6750,,     425,,  927820,,  866870,,   60950,
"Occupation - National Occupational Classification (NOC) 2016","    8 Natural resources; agriculture and related production occupations",,    1060,,     780,,     280,,  113405,,   88150,,   25260,
"Occupation - National Occupational Classification (NOC) 2016","    9 Occupations in manufacturing and utilities",,    2630,,    1865,,     760,,  361455,,  243835,,  117620,
"Industry - North American Industry Classification System (NAICS) 2012","Total labour force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data",173,  105750,,   54240,,   51510,, 7141675,, 3689625,, 3452050,
"Industry - North American Industry Classification System (NAICS) 2012","  Industry - NAICS2012 - not applicable",169,    2170,,    1030,,    1135,,  171050,,   81730,,   89315,
"Industry - North American Industry Classification System (NAICS) 2012","  All industry categories",170,  103580,,   53205,,   50370,, 6970625,, 3607890,, 3362735,
"Industry - North American Industry Classification System (NAICS) 2012","    11 Agriculture; forestry; fishing and hunting",,     260,,     140,,     125,,  102070,,   67005,,   35070,
"Industry - North American Industry Classification System (NAICS) 2012","    21 Mining; quarrying; and oil and gas extraction",,     325,,     265,,      60,,   32340,,   27920,,    4415,
"Industry - North American Industry Classification System (NAICS) 2012","    22 Utilities",,     670,,     505,,     165,,   50820,,   38195,,   12630,
"Industry - North American Industry Classification System (NAICS) 2012","    23 Construction",,    4900,,    4105,,     800,,  476835,,  419600,,   57230,
"Industry - North American Industry Classification System (NAICS) 2012","    31-33 Manufacturing",,    8020,,    5455,,    2565,,  683335,,  482800,,  200530,
"Industry - North American Industry Classification System (NAICS) 2012","    41 Wholesale trade",,    5780,,    3620,,    2165,,  270745,,  178945,,   91800,
"Industry - North American Industry Classification System (NAICS) 2012","    44-45 Retail trade",,   11255,,    5485,,    5770,,  783540,,  367175,,  416365,
"Industry - North American Industry Classification System (NAICS) 2012","    48-49 Transportation and warehousing",,    3775,,    2685,,    1085,,  329240,,  242045,,   87190,
